'CNPJ';'Outlet';'Cidade';'2017/09';'2017/10';'2017/11';'Total Geral'
54500000000000;'DROG SAO VICENTE LTDA';'CAMPINAS';;1;;1
54500000000000;'HIPERFAMAC';'GUARULHOS';12;11;3;26
54500000000000;'DROG ITAMONTE LTDA';'SAO PAULO';3;1;;4
54500000000000;'DROG SONIFARMA';'SAO PAULO';1;1;;2
54500000000000;'FARMACIA SANTA CLARA';'NOVO HORIZONTE';1;;;1
54500000000000;'DROGARIA DO ZEZINHO';'ITATIBA';3;1;;4
54500000000000;'DROGAMARCOS COML.FARMAC.L';'PITANGUEIRAS';1;2;;3
54500000000000;'DROG TORRINHA LTDA';'TORRINHA';4;9;;13
54500000000000;'DROG. TORRINHA LTDA';'TORRINHA';3;3;;6
54600000000000;'DROGARIA SANTO ANTONIO';'APARECIDA DOESTE';3;3;1;7
54600000000000;'DROGARIA E PERFUMARIA REAL';'SAO PAULO';1;2;;3
54600000000000;'DROG LINER LTDA';'OSASCO';;2;;2
54600000000000;'DROG DROGAMARA';'EMBU-GUACU';;3;;3
54600000000000;'FARMACIA MODELO';'URUPES';8;1;;9
54700000000000;'HOSPITAL SAO FRANCISCO';'MOGI GUACU';1;;;1
54700000000000;'JOAO MODULO & CIA LTDA ME';'REGINOPOLIS';1;;;1
54700000000000;'FARMACIA NOVA ERA';'TABAPUA';1;3;;4
54700000000000;'DROG FREITAS';'INDAIATUBA';;1;;1
54800000000000;'DROG SAO LUIS';'RAFARD';1;1;;2
54800000000000;'DROGARIA SAO JORGE';'BATATAIS';5;4;;8
54800000000000;'FCIA SAO JOAO';'PIRAPOZINHO';;1;;1
54800000000000;'DROG PORTAL DOESTE LTDA';'OSASCO';3;;;3
54800000000000;'DROG PARATI';'PALMEIRA DOESTE';3;6;;9
54800000000000;'DROG SAO JOSE';'ARARAQUARA';2;4;1;6
54800000000000;'DROG SAO CARLOS';'SAO PAULO';1;;;1
54800000000000;'DROGARIA SAO JUDAS';'EMBAUBA';1;1;1;3
54800000000000;'DROG ASTRAL';'BRAGANCA PAULISTA';1;1;;2
54800000000000;'DROG LEAL';'CAMPINAS';;0;;0
54800000000000;'ROQUE DE MATTIA & CIA';'PIRASSUNUNGA';5;;;5
54900000000000;'DROGA CILLOS SUMARE LTDA.';'SUMARE';1;;;1
54900000000000;'DROGARIA CELI';'SAO PAULO';1;;;1
54900000000000;'DROG JUNIOR';'SAO PAULO';1;;;1
54900000000000;'DROG AMERICANA';'FRANCA';1;3;;4
54900000000000;'ELZARIO CASARINI & CIA LT';'PIRATININGA';2;0;;2
54900000000000;'DROGACITY';'PITANGUEIRAS';1;;;1
55000000000000;'DROG SAO LUIZ';'PARAIBUNA';1;;;1
55000000000000;'PAULO E.GERALDI & CIA';'PEDREIRA';1;;;1
55000000000000;'FCIA UNIMED DE ASSIS';'ASSIS';8;10;8;26
55000000000000;'FARMACIA PRIVATIVA UNIMED PARAGUACU';'PARAGUACU PAULISTA';;;1;1
55000000000000;'FARMACIA BOA VISTA';'AGUAI';;;1;1
55000000000000;'KEN-FARMA';'CAJAMAR';4;4;;8
55000000000000;'DROG SILMAR LTDA ME';'DIADEMA';;1;;1
55000000000000;'MARIA GUIOMAR OTERO DOS S';'SANTOS';2;3;;5
55000000000000;'ANTONIO APARECIDO MORETTI';'ANDRADINA';1;;;1
55100000000000;'FCIA MODERNA POMPEIA';'POMPEIA';;1;;1
55100000000000;'DROGARIA 15';'PONTAL';2;3;;5
55100000000000;'DROGACENTRO';'TAQUARITINGA';3;6;;9
55100000000000;'DROG NOVA MESQUITA LTDA';'SAO BERNARDO DO CAMPO';2;;;2
55100000000000;'FCIA BRASIL';'POTIRENDABA';9;14;7;30
55100000000000;'T.F. GARCIA & GARCIA LTDA';'SOROCABA';;1;;1
55200000000000;'FCIA PATINI';'SAO JOSE DO RIO PRETO';1;;;1
55200000000000;'DROG AVENIDA';'RIO CLARO';;1;;1
55200000000000;'PORTOFARMA';'PORTO FERREIRA';4;3;1;8
55200000000000;'DEZOTTI & CIA LTDA';'PORTO FERREIRA';;1;;1
55200000000000;'MARCIO ARROYO ME';'MONTE VERDE PAULISTA (CAJOBI)';4;4;;8
55200000000000;'DROG RANIERI SATO LTDA';'SAO PAULO';2;1;;3
55200000000000;'FCIA YA YA DROGAS';'POTIRENDABA';1;1;;2
55200000000000;'FCIA SAO JOAO BATISTA';'OSCAR BRESSANE';;3;;3
55200000000000;'DROG CLEMAR LTDA.';'GUARULHOS';9;1;1;11
55200000000000;'FAVERO & ANTONINI LTDA';'GUARIBA';1;1;;1
55200000000000;'R ROVERONI & CIA LTDA ME';'ARARAS';1;;;1
55200000000000;'FCIA GUARUCAIA';'PRESIDENTE BERNARDES';0;;;0
55200000000000;'DROGARIA CORACAO DE JESUS';'PRESIDENTE BERNARDES';;6;;6
55300000000000;'DROGARIA ITAMONTE POPULAR';'SAO PAULO';2;3;;5
55300000000000;'FARMACIA IRAPURU';'IRAPURU';1;;;1
55300000000000;'DROGARIA BARAO';'RANCHARIA';2;4;;6
55300000000000;'FCIA SAO PAULO';'PRESIDENTE EPITACIO';;1;;1
55300000000000;'DROGARIA SAO GERALDO';'PENAPOLIS';2;7;;9
55300000000000;'FCIA DO CHICO';'LEME';3;1;;3
55300000000000;'FCIA DO CHICO';'LEME';1;;;1
55300000000000;'DROG SAO LUCAS';'SAO JOSE DOS CAMPOS';7;3;;10
55300000000000;'DROG SANTA RITA';'PRESIDENTE PRUDENTE';5;5;;9
55300000000000;'DROGARIA EROISE';'LEME';4;3;;7
55300000000000;'FARMACIA SOROCABANA';'PRESIDENTE PRUDENTE';1;;;1
55400000000000;'FCIA ANTONINHO LTDA';'PRESIDENTE PRUDENTE';5;9;;13
55400000000000;'FARMA & CIA';'SAO PAULO';;1;;1
55400000000000;'EDER TAVARES DE MELLO ME';'FERNANDOPOLIS';1;;;1
55400000000000;'FARMACIA ROVIGO';'POMPEIA';3;5;1;9
55400000000000;'DROG GIL';'SUMARE';3;2;;4
55400000000000;'DROG TOMAZINI';'SAO PAULO';;1;;1
55500000000000;'DROG FARMAMED';'SOROCABA';4;1;;5
55500000000000;'DROG FARMAMED';'VOTORANTIM';5;9;2;16
55500000000000;'DROG FARMAMED';'SOROCABA';5;11;1;17
55500000000000;'FARMAMED DROGARIA';'VOTORANTIM';;1;;1
55500000000000;'DROG FARMAMED';'SOROCABA';2;3;;5
55500000000000;'DROG FARMAMED';'SOROCABA';2;2;;4
55500000000000;'BOM PASTOR';'ITAPETININGA';5;3;1;8
55500000000000;'DROG  ORTO LTDA ME';'SAO PAULO';1;;;1
55500000000000;'DROG MANDALA LTDA';'SAO BERNARDO DO CAMPO';1;1;;1
55500000000000;'DROGARIA VIA NORTE';'CAMPINAS';;1;;1
55500000000000;'MATRIZ DO IPIRANGA DRUGST';'SAO PAULO';3;3;;6
55500000000000;'DROGARIA CAVATAN';'CARAPICUIBA';0;1;;1
55500000000000;'FCIA SAO LUIZ';'SAO JOSE DO RIO PRETO';9;8;1;17
55500000000000;'DROG ANHANGABAU';'JUNDIAI';1;;;1
55500000000000;'DROG PARAISO';'PACAEMBU';1;2;;3
55500000000000;'DROG SERTANEZINA';'SERTAOZINHO';1;2;;3
55500000000000;'DROGA LEAO CENTRO';'SALTO';;1;;1
55500000000000;'DROGA LEAO CENTRO';'SALTO';;1;;1
55500000000000;'DROGA LEAO CENTRO';'SALTO';;1;;1
55500000000000;'DROG VILENA';'SAO PAULO';1;2;;3
55500000000000;'DROG NOVA CINTRA SANTOS';'SANTOS';1;;;1
55500000000000;'DROG SANTA RITA';'SALTO';;;1;1
55600000000000;'VENCESLAU FARMA';'PRESIDENTE VENCESLAU';7;;;7
55600000000000;'ANTONIO CESAR SOUZA-FARMA';'MORRO AGUDO';0;1;;1
55600000000000;'DROG PARQUE RIO PEQUENO';'SAO PAULO';;1;;1
55600000000000;'DROG RORAIMA';'SAO PAULO';;1;;1
55700000000000;'DROGARIA UNIAO';'CAMPINAS';1;1;;2
55700000000000;'DROGA MINA';'SAO PAULO';1;;1;2
55700000000000;'FCIA SAGRADO CORACAO';'RANCHARIA';2;2;;4
55700000000000;'DROG SAO JOAO';'MATAO';3;1;;4
55700000000000;'FCIA FARMA SAMPA';'MARILIA';1;1;;2
55700000000000;'FCIA CENTRAL';'BRAUNA';2;;;2
55700000000000;'FCIA BRAZAO & ANDRADE LTD';'FRANCA';;1;;1
55800000000000;'PAVAN & SILVA';'JALES';3;4;2;9
55800000000000;'DROG NOVA CARRAO';'SAO PAULO';;1;;1
55800000000000;'FCIA BOTICA OFICINAL';'BOTUCATU';64;10;4;78
55800000000000;'DROGA SERV';'PRESIDENTE PRUDENTE';;1;;1
55900000000000;'VENEROSO E MELLO LTDA.';'PIRASSUNUNGA';1;1;;1
55900000000000;'DROGA NIPPON';'ATIBAIA';;1;;1
55900000000000;'DROGARIA SANTA RITA';'OLIMPIA';19;22;;41
55900000000000;'DROGARIA POPULAR DE MONTE AZUL';'MONTE AZUL PAULISTA';16;9;;25
55900000000000;'DROGARIA SANTA RITA DE OLIMPIA 3';'OLIMPIA';9;15;;24
55900000000000;'DROGARIA HEXA FARMA';'CARAPICUIBA';2;;;2
55900000000000;'DROGA IRAJA';'RIBEIRAO PRETO';4;3;;7
55900000000000;'DROG CORACAO JESUS';'PARAISO';1;1;;2
56000000000000;'DROGAO SUPER';'RIBEIRAO PRETO';19;12;2;32
56000000000000;'DROGAO SUPER';'RIBEIRAO PRETO';18;12;1;30
56000000000000;'DROGAO SUPER';'RIBEIRAO PRETO';34;30;5;69
56000000000000;'DROGAO SUPER';'RIBEIRAO PRETO';32;29;4;65
56000000000000;'DROGAO SUPER';'RIBEIRAO PRETO';10;15;1;26
56000000000000;'DROGAO SUPER';'RIBEIRAO PRETO';11;16;;27
56000000000000;'DROGAO SUPER';'RIBEIRAO PRETO';27;37;;64
56000000000000;'DROGAO SUPER';'RIBEIRAO PRETO';31;35;;66
56000000000000;'DROGAO SUPER';'RIBEIRAO PRETO';31;41;6;78
56000000000000;'DROGAO SUPER';'RIBEIRAO PRETO';28;34;2;64
56000000000000;'DROGAO SUPER';'SAO CARLOS';4;4;;8
56000000000000;'DROGAO SUPER';'SAO CARLOS';4;5;1;10
56000000000000;'DROGAO SUPER';'UBERABA';11;17;3;30
56000000000000;'DROGAO SUPER';'UBERABA';12;23;1;36
56000000000000;'DROGAO SUPER';'RIBEIRAO PRETO';14;22;2;37
56000000000000;'DROGAO SUPER';'RIBEIRAO PRETO';8;19;1;27
56000000000000;'DROGAO SUPER';'RIBEIRAO PRETO';16;28;3;47
56000000000000;'DROGAO SUPER';'RIBEIRAO PRETO';15;17;1;32
56000000000000;'DROGAO SUPER';'RIBEIRAO PRETO';12;13;;24
56000000000000;'DROGAO SUPER';'RIBEIRAO PRETO';9;14;;22
56000000000000;'DROGAO SUPER';'ARARAQUARA';4;8;;12
56000000000000;'DROGAO SUPER';'ARARAQUARA';4;7;;11
56000000000000;'DROGAO SUPER';'RIBEIRAO PRETO';28;42;5;75
56000000000000;'DROGAO SUPER';'RIBEIRAO PRETO';24;29;2;54
56000000000000;'DROGAO SUPER';'RIBEIRAO PRETO';8;10;2;20
56000000000000;'DROGAO SUPER';'RIBEIRAO PRETO';8;12;;20
56000000000000;'DROGAO SUPER';'RIBEIRAO PRETO';17;21;4;41
56000000000000;'DROGAO SUPER';'RIBEIRAO PRETO';17;16;;33
56000000000000;'DROGAO SUPER';'RIBEIRAO PRETO';15;16;1;32
56000000000000;'DROGAO SUPER';'RIBEIRAO PRETO';20;16;1;37
56000000000000;'DROGAO SUPER';'UBERABA';6;12;1;19
56000000000000;'DROGAO SUPER';'UBERABA';6;8;1;15
56000000000000;'DROGAO SUPER';'RIBEIRAO PRETO';15;16;2;32
56000000000000;'DROGAO SUPER';'RIBEIRAO PRETO';16;15;1;32
56000000000000;'DROGAO SUPER';'ARARAQUARA';12;12;2;26
56000000000000;'DROGAO SUPER';'ARARAQUARA';14;17;1;31
56000000000000;'DROGAO SUPER';'RIBEIRAO PRETO';12;7;;19
56000000000000;'DROGAO SUPER';'RIBEIRAO PRETO';6;9;2;17
56000000000000;'DROGAO SUPER';'SAO JOSE DO RIO PRETO';23;15;3;40
56000000000000;'DROGAO SUPER';'SAO JOSE DO RIO PRETO';23;15;4;41
56000000000000;'DROGAO SUPER';'SANTOS';5;9;2;15
56000000000000;'DROGAO SUPER';'SANTOS';6;9;;14
56000000000000;'DROGAO SUPER';'SAO VICENTE';5;8;1;14
56000000000000;'DROGAO SUPER';'SAO VICENTE';3;6;1;10
56000000000000;'DROGAO SUPER';'GUARUJA';1;6;;7
56000000000000;'DROGAO SUPER';'GUARUJA';1;4;;5
56000000000000;'DROGAO SUPER';'PRAIA GRANDE';6;3;;9
56000000000000;'DROGAO SUPER';'RIBEIRAO PRETO';17;13;2;32
56000000000000;'DROGAO SUPER';'RIBEIRAO PRETO';17;8;2;27
56000000000000;'DROGAO SUPER';'RIBEIRAO PRETO';15;14;4;32
56000000000000;'DROGAO SUPER';'RIBEIRAO PRETO';14;10;;23
56000000000000;'DROG SANTA CATARINA';'RIBEIRAO PRETO';1;1;;2
56000000000000;'DROG IMPERIAL DE MARILIA';'MARILIA';;2;;2
56000000000000;'DROG LUCIFARMA LTDA';'RIBEIRAO PRETO';1;;;1
56000000000000;'FCIA CRUZ AZUL';'PENAPOLIS';11;11;1;22
56100000000000;'DROGARIA SAO VICENTE';'CATANDUVA';;3;;3
56100000000000;'IVONE ANTONIA DOS SANTOS';'TURIUBA';1;3;;4
56100000000000;'DROGARIA DO POVO';'IPUA';2;2;;4
56100000000000;'DROG FRANZ LTDA - ME';'CRUZALIA';;1;;1
56100000000000;'FARMACIA BRESCIANI';'CAPIVARI';;1;1;1
56200000000000;'DROGALIS';'ARUJA';7;4;;11
56200000000000;'DROGALIS';'ARUJA';1;6;;6
56200000000000;'DROGALIS';'ITAQUAQUECETUBA';;1;;1
56200000000000;'DROGALIS';'SAO PAULO';4;3;;7
56200000000000;'DROGALIS';'SAO PAULO';14;5;;19
56200000000000;'DROGALIS';'SAO PAULO';6;;;6
56200000000000;'DROGALIS';'SAO PAULO';7;1;;8
56200000000000;'DROGALIS';'SAO PAULO';3;4;;7
56200000000000;'DROGALIS';'SAO PAULO';;2;;2
56200000000000;'DROGALIS';'SANTA ISABEL';9;;;9
56200000000000;'DROGALIS';'SANTA ISABEL';2;;;2
56200000000000;'DROGALIS';'POA';4;2;;6
56200000000000;'DROGALIS';'ITAQUAQUECETUBA';2;2;;4
56200000000000;'DROGALIS';'ITAQUAQUECETUBA';2;2;;4
56200000000000;'DROGALIS';'GUARULHOS';1;;;1
56200000000000;'DROGALIS';'BERTIOGA';2;7;;9
56200000000000;'DROGALIS';'MOGI DAS CRUZES';5;4;;9
56200000000000;'DROG IRAPUA DROGAS';'IRAPUA';;1;;1
56200000000000;'FARMA & CIA';'SAO PAULO';2;1;1;4
56200000000000;'DROGASERV DE ITUVERAVA LT';'ITUVERAVA';7;2;;9
56200000000000;'DROG SAO JOSE';'CRAVINHOS';1;2;;3
56300000000000;'DROG SAO LUIZ LTDA';'ITU';;1;;1
56300000000000;'DROG PAULISTA';'FRANCA';12;7;;19
56300000000000;'DROG RINOPOLIS';'RINOPOLIS';5;2;4;10
56400000000000;'OLIVEIRA & BARALDI';'RINOPOLIS';1;1;;2
56400000000000;'DROG DROGA NOVA';'RIO CLARO';13;;;13
56400000000000;'FCIA SANTA CLARA';'RIO CLARO';3;8;;11
56400000000000;'DROGARIA SAO BENTO';'VARGEM GRANDE DO SUL';;3;;3
56400000000000;'FCIA COPACABANA';'RIO CLARO';2;2;;4
56400000000000;'FCIA SANTO ANTONIO';'ARACATUBA';;1;;1
56400000000000;'FCIA IDEAL FARMA';'SOCORRO';1;;;1
56400000000000;'DROGA JULIA';'SAO PAULO';1;2;;3
56500000000000;'FCIA DROGASUL';'VOTUPORANGA';;2;;2
56500000000000;'FCIA MODERNA';'MONTE AZUL PAULISTA';1;1;;2
56600000000000;'ORLANDO VERSUTI ITANHAEM';'ITANHAEM';1;1;;2
56600000000000;'DROG RIOPEDRENSE LTDA';'RIO DAS PEDRAS';1;2;;3
56600000000000;'DROGARIA CENTRAL BARRINHA';'BARRINHA';5;4;;9
56600000000000;'DROG NOSSA SRA APARECIDA';'ITIRAPINA';2;1;;2
56600000000000;'DROG SARA';'FRANCA';;5;;5
56600000000000;'ELOA DROGAS MATAO LTDA ME';'MATAO';1;;;1
56700000000000;'DROG CENTRAL GUAIRA LTDA';'GUAIRA';;2;;2
56700000000000;'DROGA LIDICE LTDA';'PIRACICABA';2;3;;5
56700000000000;'FCIA DROGAVENIDA';'TIETE';1;1;;2
56700000000000;'DROG DROGAUGUSTA LTDA';'SAO PAULO';2;1;1;4
56800000000000;'DROG POPULAR';'SANTA CRUZ DAS PALMEIRAS';7;17;;24
56800000000000;'DROGARIA SANTA MARIA DA SERRA';'SANTA MARIA DA SERRA';1;2;;3
56800000000000;'DROG N PARAISO';'GUARULHOS';5;;;5
56800000000000;'DROG SANTA CLARA';'OLIMPIA';;3;;3
56800000000000;'DROGALAR';'SANTA CRUZ DO RIO PARDO';2;6;1;9
56800000000000;'DROG DROGALAR';'BAURU';;;1;1
56800000000000;'FCIA SAO BENEDITO';'SANTA CRUZ DO RIO PARDO';2;3;4;8
56900000000000;'DROGARIA SAO LUCAS';'AVANHANDAVA';1;;;1
56900000000000;'FARMACIA DO SERVIDOR';'ARARAQUARA';;2;;2
56900000000000;'BEZERRA CAVALCANTI CIA LT';'DESCALVADO';1;1;;1
56900000000000;'DROG DROGANOVA MATAO LTDA';'MATAO';10;1;;11
56900000000000;'FARMACIA SANTA RITA';'PIRASSUNUNGA';1;1;;2
56900000000000;'DROG NANCY EMILIA';'SAO PAULO';;1;1;2
56900000000000;'DROG SANTA RITA';'SANTA RITA DO PASSA QUATRO';15;16;;30
56900000000000;'FCIA. FARMALANGE LTDA.';'CESARIO LANGE';1;2;;3
56900000000000;'FCIA FARMALANGE II';'CESARIO LANGE';1;2;;3
57000000000000;'FCIA J F BALBAO & CIA';'SANTA ROSA DE VITERBO';1;5;;5
57100000000000;'ORG FARMAC JOVEM';'SAO PAULO';1;1;;2
57100000000000;'HOSP UNIMED';'ITAPETININGA';2;;;2
57200000000000;'DROGARIA MILE';'ITOBI';;2;;2
57200000000000;'UNIMED DE ORLANDIA';'ORLANDIA';5;4;;9
57200000000000;'FARMACIA UNIMED - MORRO AGUDO';'MORRO AGUDO';;1;;1
57200000000000;'DROG NOVA CEUMAR LTDA ME';'SAO PAULO';1;2;;3
57200000000000;'DROG CASTRO ALV';'SAO PAULO';1;0;;1
57300000000000;'DROGARIA GIL';'TAQUARITINGA';4;6;;10
57300000000000;'FCIA SETE DE SETEMBRO';'CATANDUVA';3;5;1;8
57400000000000;'COMERC PROD FCEUTICOS';'MONTE MOR';4;4;2;10
57400000000000;'DROG SANTA CATARINA';'IBITINGA';;1;;1
57500000000000;'FCIA NETFARMA';'MOCOCA';1;1;;2
57500000000000;'HOSPITAL DR CHRISTOVAO';'SANTO ANDRE';;1;;1
57500000000000;'FCIA E DROG MARCONI';'SANTO ANDRE';;1;;1
57500000000000;'ALBERTO PLENAMENTE & CIA';'SANTO ANDRE';;1;;1
57500000000000;'DROGARIA ZAMPOL';'RIBEIRAO PIRES';5;18;;22
57500000000000;'FARMA100';'SANTO ANDRE';2;;;2
57500000000000;'COOPERHODIA';'SANTO ANDRE';37;36;;73
57500000000000;'COOPERHODIA';'SANTO ANDRE';43;40;2;85
57500000000000;'COOPERHODIA';'SANTO ANDRE';25;28;5;58
57500000000000;'COOPERHODIA';'SANTO ANDRE';27;27;7;61
57500000000000;'COOPERHODIA';'SAO BERNARDO DO CAMPO';40;29;7;76
57500000000000;'COOPERHODIA';'SAO BERNARDO DO CAMPO';37;37;;74
57500000000000;'COOPERHODIA';'SAO CAETANO DO SUL';47;35;5;88
57500000000000;'COOPERHODIA';'SAO CAETANO DO SUL';40;47;4;91
57500000000000;'COOPERHODIA';'TATUI';27;15;4;46
57500000000000;'COOPERHODIA';'TATUI';22;5;7;34
57500000000000;'COOPERHODIA';'SAO JOSE DOS CAMPOS';22;9;1;32
57500000000000;'COOPERHODIA';'SAO JOSE DOS CAMPOS';16;23;;39
57500000000000;'COOPERHODIA';'RIBEIRAO PIRES';26;27;1;54
57500000000000;'COOPERHODIA';'RIBEIRAO PIRES';22;26;;48
57500000000000;'COOPERHODIA';'SANTO ANDRE';24;24;3;51
57500000000000;'COOPERHODIA';'SANTO ANDRE';13;12;;24
57500000000000;'COOPERHODIA';'SANTO ANDRE';42;;;42
57500000000000;'COOPERHODIA';'SANTO ANDRE';47;25;1;73
57500000000000;'COOPERHODIA';'SANTO ANDRE';21;18;;38
57500000000000;'COOPERHODIA';'SANTO ANDRE';8;23;;31
57500000000000;'COOPERHODIA';'SANTO ANDRE';49;49;6;103
57500000000000;'COOPERHODIA';'SANTO ANDRE';44;37;16;96
57500000000000;'COOPERHODIA';'SANTO ANDRE';16;19;1;35
57500000000000;'COOPERHODIA';'SANTO ANDRE';15;17;;32
57500000000000;'COOPERHODIA';'MAUA';36;30;;66
57500000000000;'COOPERHODIA';'MAUA';37;29;;66
57500000000000;'COOPERHODIA';'SAO JOSE DOS CAMPOS';14;10;1;24
57500000000000;'COOPERHODIA';'SAO JOSE DOS CAMPOS';5;12;;16
57500000000000;'COOPERHODIA';'SANTO ANDRE';27;17;;44
57500000000000;'COOPERHODIA';'SANTO ANDRE';24;16;3;42
57500000000000;'COOPERHODIA';'SAO BERNARDO DO CAMPO';25;17;;41
57500000000000;'COOPERHODIA';'SAO BERNARDO DO CAMPO';18;26;;44
57500000000000;'COOPERHODIA';'DIADEMA';8;12;;20
57500000000000;'COOPERHODIA';'DIADEMA';8;9;2;19
57500000000000;'COOPERHODIA';'SAO BERNARDO DO CAMPO';18;22;2;42
57500000000000;'COOPERHODIA';'SAO BERNARDO DO CAMPO';12;23;;34
57500000000000;'COOPERHODIA';'SOROCABA';37;37;8;82
57500000000000;'COOPERHODIA';'SOROCABA';39;38;18;96
57500000000000;'COOPERHODIA';'SOROCABA';56;43;4;103
57500000000000;'COOPERHODIA';'SOROCABA';44;58;;102
57500000000000;'COOPERHODIA';'PIRACICABA';13;7;;19
57500000000000;'COOPERHODIA';'PIRACICABA';10;11;;21
57500000000000;'COOPERHODIA';'SAO BERNARDO DO CAMPO';10;9;;18
57500000000000;'COOPERHODIA';'SAO BERNARDO DO CAMPO';9;12;;21
57500000000000;'COOPERHODIA';'SANTO ANDRE';4;10;1;14
57500000000000;'COOPERHODIA';'SANTO ANDRE';3;9;;12
57500000000000;'COOPERHODIA';'SANTO ANDRE';25;19;;43
57500000000000;'COOPERHODIA';'SANTO ANDRE';29;13;;42
57500000000000;'COOPERHODIA';'SAO JOSE DOS CAMPOS';2;4;;6
57500000000000;'COOPERHODIA';'SAO JOSE DOS CAMPOS';1;5;;6
57500000000000;'COOPERHODIA';'SANTO ANDRE';13;6;1;20
57500000000000;'COOPERHODIA';'SANTO ANDRE';12;4;;16
57500000000000;'COOPERHODIA';'MAUA';22;7;3;31
57500000000000;'COOPERHODIA';'MAUA';26;1;;27
57500000000000;'COOPERHODIA';'SANTO ANDRE';20;11;3;34
57500000000000;'COOPERHODIA';'SANTO ANDRE';17;15;;32
57500000000000;'COOPERHODIA';'SAO BERNARDO DO CAMPO';12;15;5;32
57500000000000;'COOPERHODIA';'SAO BERNARDO DO CAMPO';17;12;7;36
57500000000000;'COOPERHODIA';'SAO BERNARDO DO CAMPO';16;6;3;24
57500000000000;'COOPERHODIA';'SAO BERNARDO DO CAMPO';6;11;1;18
57500000000000;'COOPERHODIA';'TATUI';22;23;;45
57500000000000;'COOPERHODIA';'TATUI';21;22;2;44
57500000000000;'COOPERHODIA';'SAO BERNARDO DO CAMPO';18;11;3;32
57500000000000;'COOPERHODIA';'SAO BERNARDO DO CAMPO';18;18;;36
57500000000000;'COOPERHODIA';'SANTO ANDRE';7;10;1;18
57500000000000;'COOPERHODIA';'SANTO ANDRE';3;10;;13
57500000000000;'COOPERHODIA';'SANTO ANDRE';4;13;1;18
57500000000000;'COOPERHODIA';'SANTO ANDRE';2;10;;12
57500000000000;'COOPERHODIA';'SANTO ANDRE';11;6;;16
57500000000000;'COOPERHODIA';'SANTO ANDRE';15;1;;16
57500000000000;'COOPERHODIA';'SANTO ANDRE';9;19;0;28
57500000000000;'COOPERHODIA';'SANTO ANDRE';4;21;;25
57500000000000;'COOPERHODIA';'SAO PAULO';12;12;2;26
57500000000000;'COOPERHODIA';'SAO PAULO';15;10;2;26
57500000000000;'COOPERHODIA';'SAO BERNARDO DO CAMPO';2;5;1;7
57500000000000;'COOPERHODIA';'SAO BERNARDO DO CAMPO';1;2;;3
57500000000000;'COOPERHODIA';'SANTO ANDRE';10;8;1;19
57500000000000;'COOPERHODIA';'SANTO ANDRE';10;4;;14
57500000000000;'COOPERHODIA';'SOROCABA';3;4;;6
57500000000000;'COOPERHODIA';'SOROCABA';4;3;;7
57500000000000;'COOPERHODIA';'RIBEIRAO PIRES';2;4;;6
57500000000000;'COOPERHODIA';'RIBEIRAO PIRES';;3;1;4
57500000000000;'COOPERHODIA';'SOROCABA';11;8;1;20
57500000000000;'COOPERHODIA';'SOROCABA';11;4;4;19
57500000000000;'COOPERHODIA';'SAO JOSE DOS CAMPOS';;2;;2
57500000000000;'COOPERHODIA';'SAO JOSE DOS CAMPOS';15;2;;17
57500000000000;'ASSOC. AP. E PENS. DE INDAIATUBA';'INDAIATUBA';5;1;1;7
57500000000000;'FARMACIA DROGADINA LTDA M';'SANTO ANDRE';3;4;;7
57500000000000;'DROGARIA VIVALDO';'MAUA';1;4;;4
57600000000000;'DROGARIA CATUQUINA LTDA M';'SAO PAULO';3;3;;5
57600000000000;'DROG ITOBI LTDA';'ITOBI';1;1;1;3
57600000000000;'MILARE RODRIGUES & CIA LT';'SANTO ANDRE';1;;;1
57600000000000;'FCIA GALILEIA';'MAUA';4;4;;8
57600000000000;'FCIA MARINGA LTDA';'MAUA';1;;;1
57600000000000;'SAGIONETI & SAGIONETI';'MIRA ESTRELA';2;1;;2
57600000000000;'DROG SAO CAMILO';'TUPA';5;4;;9
57600000000000;'ADELINO PINHEIRO DE AGUIA';'SANTO ANDRE';4;1;;5
57600000000000;'FCIA SAO BENEDITO';'BOITUVA';7;;;7
57700000000000;'D.A.SABER & CIA LTDA-ME';'SAO PAULO';2;1;;3
57700000000000;'DROG CRUZ VERMELHA';'DIRCE REIS';1;;;1
57700000000000;'DROG FARMACENTER';'TAQUARITINGA';1;;;1
57700000000000;'DROGA NOVA';'CONCHAL';1;2;;3
57700000000000;'FCIA PRO SAUDE MACATUBA L';'MACATUBA';;2;;2
57800000000000;'MILTON SABINO E CIA LTDA';'CATANDUVA';;1;;1
57800000000000;'DROG REAL SOROCABA LTDA';'SOROCABA';1;0;;1
57800000000000;'FARMACIA FARMANOSSA';'JOSE BONIFACIO';4;4;;8
57800000000000;'DROG JUANG';'MOGI DAS CRUZES';;3;;3
57800000000000;'MANAIA & IANNAC';'SUZANO';;1;;1
57800000000000;'DROGARIA DO POVO';'ITUVERAVA';3;4;;7
57800000000000;'FCIA ROSSI';'CAPIVARI';;;1;1
57800000000000;'DROG VALERIANO';'GUARULHOS';;1;;1
57800000000000;'DROG SAO JUDAS';'SAO PAULO';;1;;1
57800000000000;'DROGARIA FERREIRA SANTOS';'SAO PAULO';1;1;;2
57800000000000;'FARMAXIMA';'MOGI MIRIM';3;2;2;6
57800000000000;'DROG DENICE';'SAO PAULO';1;;;1
57900000000000;'DROGARIA DO PLINIO';'ADAMANTINA';;;1;1
